"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_mt_percent","non_ribo_percent","outliers","is_cell_control","total_features_by_counts","log10_total_features_by_counts","total_counts","log10_total_counts","pct_counts_in_top_50_features","pct_counts_in_top_100_features","pct_counts_in_top_200_features","pct_counts_in_top_500_features","total_features","log10_total_features","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","cell_line","cell_line_demuxlet","demuxlet_cls"
"Lib90_01438",6176,727,37777,3828,1627,0,1362,4312,31064,0.847862477192936,0.706734256137569,"FALSE",FALSE,4312,3.63477945814595,31064,4.49227135794913,35.2852176152459,51.8445789338141,65.6386814318826,77.659026525882,4312,3.63477945814595,35.2852176152459,51.8445789338141,65.6386814318826,77.659026525882,"H1975","H1975","SNG"
"Lib90_01439",6743,940,36967,4365,1633,0,2753,5235,30126,0.795492265552847,0.812985191201888,"FALSE",FALSE,5235,3.71899963787872,30126,4.47895588745453,28.3011352320255,39.5074022439089,51.6630153355905,66.2384651131913,5235,3.71899963787872,28.3011352320255,39.5074022439089,51.6630153355905,66.2384651131913,"A549","A549","SNG"
"Lib90_01440",7274,1147,33704,6874,1216,0,1783,5471,27239,0.821616064898999,0.819596600610668,"FALSE",FALSE,5471,3.73814608871206,27239,4.43520710324075,26.9833694335328,37.9896471970337,49.2786078784096,62.8106758691582,5471,3.73814608871206,26.9833694335328,37.9896471970337,49.2786078784096,62.8106758691582,"H2228","H2228","SNG"
"Lib90_01441",6664,1107,36782,5783,1413,0,1889,5327,30545,0.81031265319682,0.780913150789605,"FALSE",FALSE,5327,3.72656421616224,30545,4.48495434742098,27.9489278114258,40.6776886560812,53.0397773776396,66.6230152234408,5327,3.72656421616224,27.9489278114258,40.6776886560812,53.0397773776396,66.6230152234408,"H2228","H2228","SNG"
"Lib90_01442",6837,1273,36621,5444,1528,0,1764,5021,29820,0.814989939364524,0.785110400700738,"FALSE",FALSE,5021,3.7008767083769,29820,4.47452220273871,31.747149564051,44.1716968477532,56.1435278336687,69.5003353454058,5021,3.7008767083769,31.747149564051,44.1716968477532,56.1435278336687,69.5003353454058,"H2228","H2228","SNG"
"Lib90_01443",7594,866,35911,4093,1555,0,1985,4669,29739,0.828171760708776,0.735464966722161,"FALSE",FALSE,4669,3.66931688056611,29739,4.47334096418593,29.2444265106426,43.9792864588587,58.4888530212852,72.1140589797909,4669,3.66931688056611,29.2444265106426,43.9792864588587,58.4888530212852,72.1140589797909,"HCC827","HCC827","SNG"
"Lib90_01444",6301,728,38217,4015,1508,0,1343,5038,31484,0.845318256623898,0.751270247976671,"FALSE",FALSE,5038,3.70234435835577,31484,4.49810369763808,29.3958836234278,43.34265023504,55.7902426629399,69.2002286875874,5038,3.70234435835577,29.3958836234278,43.34265023504,55.7902426629399,69.2002286875874,"H2228","H2228","SNG"
"Lib90_01445",7564,1045,34298,5754,1693,0,2672,5336,27838,0.793016739423444,0.811588184643946,"FALSE",FALSE,5336,3.72729720280359,27838,4.44465363100024,28.245563618076,39.086859688196,50.9591206264818,65.2489402974352,5336,3.72729720280359,28.245563618076,39.086859688196,50.9591206264818,65.2489402974352,"H1975","H1975","SNG"
"Lib90_01446",8039,1236,34867,6939,1172,0,3108,5676,28593,0.796278809220341,0.81114230366093,"FALSE",FALSE,5676,3.75411889422541,28593,4.45627491284017,32.3121043612073,42.4824257685447,53.1074039100479,65.1208337705033,5676,3.75411889422541,32.3121043612073,42.4824257685447,53.1074039100479,65.1208337705033,"H2228","H2228","SNG"
"Lib90_01447",7648,1201,35853,4663,1651,0,2630,5017,29527,0.778101398456294,0.766755590897961,"FALSE",FALSE,5017,3.70053065697859,29527,4.4702340321876,28.0285840078572,40.5628746570935,53.4053578081078,68.6625800115149,5017,3.70053065697859,28.0285840078572,40.5628746570935,53.4053578081078,68.6625800115149,"H1975","H1975","SNG"
"Lib90_01448",7663,1036,35236,5603,1552,0,2712,4838,28580,0.810811756189359,0.762805891250563,"FALSE",FALSE,4838,3.68475562210862,28580,4.45607741993725,34.0797760671798,47.2428271518544,59.6431070678796,72.2673198040588,4838,3.68475562210862,34.0797760671798,47.2428271518544,59.6431070678796,72.2673198040588,"A549","A549","SNG"
"Lib90_01449",6831,1143,32933,6319,1256,0,1394,5326,26463,0.815478214557881,0.824547169804191,"FALSE",FALSE,5326,3.72648269678483,26463,4.42265548787245,26.2668631674413,36.8287798057665,48.8871254203983,63.0200657521823,5326,3.72648269678483,26.2668631674413,36.8287798057665,48.8871254203983,63.0200657521823,"H2228","H2228","SNG"
"Lib90_01450",7619,844,36873,5274,1496,0,1189,5444,29788,0.818718946952223,0.839935262543554,"FALSE",FALSE,5444,3.73599788409179,29788,4.47405592443789,31.4489055995703,40.7983080435075,51.4133208003223,65.3048207331811,5444,3.73599788409179,31.4489055995703,40.7983080435075,51.4133208003223,65.3048207331811,"H2228","H2228","SNG"
"Lib90_01451",8546,1376,35210,5188,1777,0,2677,5208,29189,0.793929219639614,0.793243758524184,"FALSE",FALSE,5208,3.7167543574327,29189,4.46523409498801,24.7867347288362,35.722361163452,48.5285552776731,64.1680084963514,5208,3.7167543574327,24.7867347288362,35.722361163452,48.5285552776731,64.1680084963514,"H838","H838","SNG"
"Lib90_01452",7255,995,38086,3532,1551,0,1738,5087,31219,0.816650116654393,0.791985396077582,"FALSE",FALSE,5087,3.70654710264036,31219,4.4944328987264,23.2935071591018,35.2093276530318,48.614625708703,64.6977801979564,5087,3.70654710264036,23.2935071591018,35.2093276530318,48.614625708703,64.6977801979564,"H838","H838","SNG"
"Lib90_01453",7310,1339,35335,4494,1537,0,2192,5142,28615,0.805696312840924,0.783679614300327,"FALSE",FALSE,5142,3.71121652432109,28615,4.45660892714091,24.9624322907566,36.1943036868775,48.7506552507426,64.2634981652979,5142,3.71121652432109,24.9624322907566,36.1943036868775,48.7506552507426,64.2634981652979,"H838","H838","SNG"
"Lib90_01454",7767,1365,37096,5273,1601,0,2167,5172,30562,0.80622995850853,0.789051505447449,"FALSE",FALSE,5172,3.71374247840908,30562,4.48519598143178,24.3439565473464,35.9433283162097,49.034749034749,64.8321444931615,5172,3.71374247840908,24.3439565473464,35.9433283162097,49.034749034749,64.8321444931615,"H838","H838","SNG"
"Lib90_01455",6920,818,38406,4059,1806,0,1617,5007,31691,0.826638477540425,0.769019352806995,"FALSE",FALSE,5007,3.69966432020237,31691,4.50094964725455,29.5888422580543,43.3214477296393,56.7479726105203,70.6699062825408,5007,3.69966432020237,29.5888422580543,43.3214477296393,56.7479726105203,70.6699062825408,"H1975","H1975","SNG"
"Lib90_01456",7424,1503,36943,5455,1533,0,2373,5570,29890,0.807795248976984,0.808062626944588,"FALSE",FALSE,5570,3.74593315845944,29890,4.47554044455474,24.6738039478086,35.3261960521914,46.9421211107394,62.1712947474072,5570,3.74593315845944,24.6738039478086,35.3261960521914,46.9421211107394,62.1712947474072,"H838","H838","SNG"
"Lib90_01457",7773,882,37989,3843,1877,0,1390,5384,30975,0.812041969067944,0.808716445934965,"FALSE",FALSE,5384,3.731185707634,30975,4.4910253356283,22.592413236481,33.7659402744149,46.5569007263923,62.2566585956416,5384,3.731185707634,22.592413236481,33.7659402744149,46.5569007263923,62.2566585956416,"H1975","H1975","SNG"
"Lib90_01458",8267,1075,33492,7038,1129,0,2344,5516,26856,0.809428060467148,0.828268979643663,"FALSE",FALSE,5516,3.74170298395774,26856,4.42905749916625,32.2013702710754,41.9310396187072,52.6213881441764,64.8309502532023,5516,3.74170298395774,32.2013702710754,41.9310396187072,52.6213881441764,64.8309502532023,"H2228","H2228","SNG"
"Lib90_01459",7938,1136,33829,5181,1616,0,2521,5241,28096,0.79029043252054,0.812677672025316,"FALSE",FALSE,5241,3.71949701661058,28096,4.44865995147093,26.744020501139,37.7882972665148,49.7259396355353,64.7957004555809,5241,3.71949701661058,26.744020501139,37.7882972665148,49.7259396355353,64.7957004555809,"H1975","H1975","SNG"
"Lib90_01460",7380,1354,34229,4782,1483,0,2365,5217,28661,0.799030040543236,0.807263944990075,"FALSE",FALSE,5217,3.7175040747642,28661,4.457306491667,25.8574369352081,36.6805066117721,48.5712291964691,63.8254073479641,5217,3.7175040747642,25.8574369352081,36.6805066117721,48.5712291964691,63.8254073479641,"H838","H838","SNG"
"Lib90_01461",7151,1049,35335,4647,1802,0,1948,5056,29147,0.807458743332947,0.765327215381612,"FALSE",FALSE,5056,3.70389295363254,29147,4.46460876085276,25.7076199951968,38.7381205612928,52.6880982605414,67.5369677839915,5056,3.70389295363254,25.7076199951968,38.7381205612928,52.6880982605414,67.5369677839915,"H1975","H1975","SNG"
"Lib90_01462",6903,903,35628,4443,1511,0,1806,4928,29242,0.819574584221471,0.757061501586245,"FALSE",FALSE,4928,3.69275881815472,29242,4.46602192425754,28.1512892415019,42.1756377812735,56.0221599069831,70.1559400861774,4928,3.69275881815472,28.1512892415019,42.1756377812735,56.0221599069831,70.1559400861774,"HCC827","HCC827","SNG"
"Lib90_01463",7739,1044,36277,5609,1280,0,2293,5339,29565,0.792897006327449,0.802976220877314,"FALSE",FALSE,5339,3.72754125702856,29565,4.4707925725669,31.0772873329951,42.3067816675123,54.2634872315238,67.5088787417555,5339,3.72754125702856,31.0772873329951,42.3067816675123,54.2634872315238,67.5088787417555,"H2228","H2228","SNG"
"Lib90_01464",6174,847,38113,3252,1701,0,1665,4771,31358,0.821959308367256,0.768352328480028,"FALSE",FALSE,4771,3.6787004349983,31358,4.49636220511551,27.9513999617323,42.2539702787168,57.1975253523822,72.0677339116015,4771,3.6787004349983,27.9513999617323,42.2539702787168,57.1975253523822,72.0677339116015,"HCC827","HCC827","SNG"
"Lib90_01465",7077,817,37075,3637,1564,0,1798,4987,30159,0.811830630719908,0.78649796528467,"FALSE",FALSE,4987,3.6979264448065,30159,4.47943133719774,26.3735534997845,39.3978580191651,53.3207334460692,68.5467024768726,4987,3.6979264448065,26.3735534997845,39.3978580191651,53.3207334460692,68.5467024768726,"HCC827","HCC827","SNG"
"Lib90_01466",6305,1073,37570,4847,1502,0,2940,4992,30935,0.800193954808407,0.78600265524401,"FALSE",FALSE,4992,3.69836156605511,30935,4.49046415906501,31.9993534831097,44.7615968967189,57.077743656053,70.8226927428479,4992,3.69836156605511,31.9993534831097,44.7615968967189,57.077743656053,70.8226927428479,"A549","A549","SNG"
"Lib90_01467",6302,804,37965,2673,1847,0,2686,4732,31063,0.785597012270033,0.808035023006463,"FALSE",FALSE,4732,3.67513650446799,31063,4.49225737753799,27.9142388050092,39.6516756269517,52.4836622348131,68.16469755014,4732,3.67513650446799,27.9142388050092,39.6516756269517,52.4836622348131,68.16469755014,"A549","A549","SNG"
"Lib90_01468",7066,1463,36193,4420,1611,0,3377,4859,29688,0.807497978709412,0.768492061273221,"FALSE",FALSE,4859,3.68663626926229,29688,4.47259556971474,32.5451360819186,45.1765022904877,57.9931285367825,71.4935327405012,4859,3.68663626926229,32.5451360819186,45.1765022904877,57.9931285367825,71.4935327405012,"H838","H838","SNG"
"Lib90_01469",6598,783,39100,5082,1685,0,1757,5378,31534,0.806748271450895,0.815405335382338,"FALSE",FALSE,5378,3.73070154428185,31534,4.49879283532934,26.1558952242024,37.2803957633031,49.5496923955096,64.9743134394622,5378,3.73070154428185,26.1558952242024,37.2803957633031,49.5496923955096,64.9743134394622,"A549","A549","SNG"
"Lib90_01470",6824,983,38481,4600,1571,0,2348,5217,31150,0.822664526220653,0.811653029966925,"FALSE",FALSE,5217,3.7175040747642,31150,4.49347199280935,25.338683788122,37.4927768860353,51.2969502407705,66.446227929374,5217,3.7175040747642,25.338683788122,37.4927768860353,51.2969502407705,66.446227929374,"HCC827","HCC827","SNG"
"Lib90_01471",7663,1661,36415,4650,1569,0,1881,5104,29538,0.82090865975323,0.778522317515635,"FALSE",FALSE,5104,3.70799574642293,29538,4.47039578881503,25.716026812919,37.575326697813,50.6263118694563,65.9218633624484,5104,3.70799574642293,25.716026812919,37.575326697813,50.6263118694563,65.9218633624484,"H838","H838","SNG"
"Lib90_01472",6985,924,36915,3876,1554,0,2174,4811,30115,0.805512202953507,0.769715832735901,"FALSE",FALSE,4811,3.68232561866781,30115,4.47879728846863,28.9224638884277,42.4771708450938,56.9350821849577,71.0908185289723,4811,3.68232561866781,28.9224638884277,42.4771708450938,56.9350821849577,71.0908185289723,"HCC827","HCC827","SNG"
"Lib90_01473",6501,1391,33825,5420,1291,0,1472,5073,27594,0.807603101830977,0.827389712477454,"FALSE",FALSE,5073,3.70535046288571,27594,4.44083039840128,29.3070957454519,40.2515039501341,52.5657751685149,66.7318982387476,5073,3.70535046288571,29.3070957454519,40.2515039501341,52.5657751685149,66.7318982387476,"H2228","H2228","SNG"
"Lib90_01474",7229,801,38626,3809,1633,0,1653,5192,31768,0.815002518000818,0.778833801676592,"FALSE",FALSE,5192,3.71541832259506,31768,4.50200354465664,27.2443968773609,39.8860488541929,53.4688995215311,67.889070763032,5192,3.71541832259506,27.2443968773609,39.8860488541929,53.4688995215311,67.889070763032,"H2228","H2228","SNG"
"Lib90_01475",6855,1444,38294,6801,1493,0,4438,4918,31275,0.800575539312366,0.754979774586803,"FALSE",FALSE,4918,3.69187682255933,31275,4.49521120445783,37.1574740207834,51.1334932054357,62.8009592326139,73.982414068745,4918,3.69187682255933,37.1574740207834,51.1334932054357,62.8009592326139,73.982414068745,"H1975","H838","DBL"
"Lib90_01476",6920,1076,34956,5508,1363,0,1653,5427,29401,0.819427910336578,0.784224759625605,"FALSE",FALSE,5427,3.7346398389877,29401,4.46837687324962,27.4276385156967,39.3796129383354,51.9234039658515,65.5794020611544,5427,3.7346398389877,27.4276385156967,39.3796129383354,51.9234039658515,65.5794020611544,"H2228","H2228","SNG"
"Lib90_01477",6920,1027,36954,4254,1488,0,2341,5178,30216,0.801926131585277,0.77644268717147,"FALSE",FALSE,5178,3.71424591101789,30216,4.48025134457879,28.3425999470479,41.0080751919513,53.643764892772,68.2453005030447,5178,3.71424591101789,28.3425999470479,41.0080751919513,53.643764892772,68.2453005030447,"H2228","H2228","SNG"
"Lib90_01478",6802,1014,37677,3758,1549,0,2023,4984,30913,0.805680457799088,0.781256823583339,"FALSE",FALSE,4984,3.69766516264767,30913,4.49015520258951,26.8527803836574,39.979943713001,53.7476142723126,68.3045967715848,4984,3.69766516264767,26.8527803836574,39.979943713001,53.7476142723126,68.3045967715848,"HCC827","HCC827","SNG"
"Lib90_01479",6844,847,38445,3547,1556,0,2381,5120,31064,0.790625804535596,0.823686317381433,"FALSE",FALSE,5120,3.7093547758344,31064,4.49227135794913,27.4208086531033,38.6363636363636,50.6824620139068,65.680530517641,5120,3.7093547758344,27.4208086531033,38.6363636363636,50.6824620139068,65.680530517641,"A549","A549","SNG"
"Lib90_01480",6756,1000,40618,4645,1642,0,1991,5163,33662,0.816796387375439,0.749064004199393,"FALSE",FALSE,5163,3.71298623359438,33662,4.52715281708806,31.6826094706197,45.5350246568831,58.1159764719862,71.0979739765908,5163,3.71298623359438,31.6826094706197,45.5350246568831,58.1159764719862,71.0979739765908,"H2228","H2228","SNG"
"Lib90_01481",7411,858,36261,5105,1436,0,1803,5251,29478,0.788927335372506,0.812673582782556,"FALSE",FALSE,5251,3.72032471741744,29478,4.46951274710262,31.0536671415971,41.4478594205848,53.0870479679761,67.0025103466992,5251,3.72032471741744,31.0536671415971,41.4478594205848,53.0870479679761,67.0025103466992,"H2228","H2228","SNG"
"Lib90_01482",7259,979,36705,5478,1381,0,1300,5170,29942,0.821388016558217,0.765746855338035,"FALSE",FALSE,5170,3.71357453777207,29942,4.47629531030815,28.4950905083161,41.0593814708436,53.1961792799412,67.0863669761539,5170,3.71357453777207,28.4950905083161,41.0593814708436,53.1961792799412,67.0863669761539,"H2228","H2228","SNG"
"Lib90_01483",7253,1262,34400,5369,1465,0,2195,5138,27829,0.812389952634881,0.800711200290632,"FALSE",FALSE,5138,3.71087861768517,27829,4.44451320633404,24.8445865823422,35.772036364943,48.5105465521578,64.3249847281613,5138,3.71087861768517,24.8445865823422,35.772036364943,48.5105465521578,64.3249847281613,"H838","H838","SNG"
"Lib90_01484",6309,784,36479,3451,1480,0,2083,4760,30090,0.798936523496532,0.796011699564075,"FALSE",FALSE,4760,3.67769818147451,30090,4.47843662068343,29.3918245264207,42.0338983050847,55.0182784978398,69.8637421070123,4760,3.67769818147451,29.3918245264207,42.0338983050847,55.0182784978398,69.8637421070123,"A549","A549","SNG"
"Lib90_01485",6408,758,35401,4597,1598,0,2194,5057,28888,0.79908612545033,0.79790889022816,"FALSE",FALSE,5057,3.70397882500839,28888,4.46073250889167,27.7173913043478,39.49736914982,52.0839102741623,67.1870672943783,5057,3.70397882500839,27.7173913043478,39.49736914982,52.0839102741623,67.1870672943783,"A549","A549","SNG"
"Lib90_01486",6782,878,37576,5403,1560,0,2730,5019,30429,0.799861973512155,0.805481348226577,"FALSE",FALSE,5019,3.70070371714502,30429,4.48330195235817,28.039041703638,40.0538959545171,52.8180354267311,67.8201715468796,5019,3.70070371714502,28.039041703638,40.0538959545171,52.8180354267311,67.8201715468796,"A549","A549","SNG"
"Lib90_01487",7229,1252,33632,5324,1474,0,3386,5110,27285,0.789334799051004,0.799486604549531,"FALSE",FALSE,5110,3.70850588095524,27285,4.43593987479586,30.1924134139637,41.2241158145501,53.0291368884002,66.6959868059373,5110,3.70850588095524,30.1924134139637,41.2241158145501,53.0291368884002,66.6959868059373,"H838","H838","SNG"
"Lib90_01488",6236,773,35421,3917,1490,0,1841,5087,28916,0.805263521647094,0.81280231954547,"FALSE",FALSE,5087,3.70654710264036,28916,4.46115323499084,28.0536727071518,39.497164199751,51.1516115645317,65.7905657767326,5087,3.70654710264036,28.0536727071518,39.497164199751,51.1516115645317,65.7905657767326,"A549","A549","SNG"
"Lib90_01489",7474,1075,35514,5666,1393,0,1601,5376,28604,0.811320094807957,0.794259266445509,"FALSE",FALSE,5376,3.73054003647712,28604,4.45644195210169,27.9296601873864,39.1623549153964,50.615298559642,64.6063487624108,5376,3.73054003647712,27.9296601873864,39.1623549153964,50.615298559642,64.6063487624108,"H2228","H2228","SNG"
"Lib90_01490",6866,857,36644,3034,1592,0,3226,4809,29977,0.784234579582935,0.77712887309308,"FALSE",FALSE,4809,3.68214507637383,29977,4.47680265526552,28.6619741802048,41.6886279480935,55.7594155519231,70.7675884845048,4809,3.68214507637383,28.6619741802048,41.6886279480935,55.7594155519231,70.7675884845048,"HCC827","HCC827","SNG"
"Lib90_01491",6823,954,36576,4782,1491,0,1914,5030,30218,0.804950691374363,0.7617311662813,"FALSE",FALSE,5030,3.70165431732575,30218,4.48028008867052,33.1391885631081,46.1281355483487,57.9290489112449,70.5672115957376,5030,3.70165431732575,33.1391885631081,46.1281355483487,57.9290489112449,70.5672115957376,"H2228","H2228","SNG"
"Lib90_01492",7140,933,37790,5216,1618,0,2386,4916,30507,0.839086111109225,0.782902028091249,"FALSE",FALSE,4916,3.69170020829016,30507,4.48441373771668,32.9170354344904,46.3205166027469,59.4060379585013,71.9048087324221,4916,3.69170020829016,32.9170354344904,46.3205166027469,59.4060379585013,71.9048087324221,"H1975","H1975","SNG"
"Lib90_01493",7152,1234,34539,5836,1426,0,2590,5042,28484,0.799606796517481,0.773135524106332,"FALSE",FALSE,5042,3.70268896815913,28484,4.4546162237927,29.7781210504143,42.4729672798764,55.4802696250527,69.4530262603567,5042,3.70268896815913,29.7781210504143,42.4729672798764,55.4802696250527,69.4530262603567,"HCC827","HCC827","SNG"
"Lib90_01494",7724,1700,35886,5005,1592,0,4404,5001,29142,0.761478278511606,0.80090563416868,"FALSE",FALSE,5001,3.69914368739448,29142,4.46453425630094,32.1014343559124,43.8164847985725,55.8163475396335,69.3672362912635,5001,3.69914368739448,32.1014343559124,43.8164847985725,55.8163475396335,69.3672362912635,"H838","H838","SNG"
"Lib90_01495",7116,1000,35738,4637,1280,0,1602,5013,29120,0.819093406312125,0.775205777745269,"FALSE",FALSE,5013,3.7001843296222,29120,4.46420628434378,29.529532967033,42.7197802197802,55.4876373626374,68.8118131868132,5013,3.7001843296222,29.529532967033,42.7197802197802,55.4876373626374,68.8118131868132,"H2228","H2228","SNG"
"Lib90_01496",7154,879,37128,4620,1529,0,1491,4778,30104,0.816768535471443,0.729371269807577,"FALSE",FALSE,4778,3.67933703052079,30104,4.47863863154317,30.1787137921871,44.605368057401,58.1384533616795,71.4024714323678,4778,3.67933703052079,30.1787137921871,44.605368057401,58.1384533616795,71.4024714323678,"H2228","H2228","SNG"
"Lib90_01497",6700,799,35690,3759,1701,0,1968,4922,29336,0.808528769836198,0.768986648150174,"FALSE",FALSE,4922,3.69222983577276,29336,4.4674157008481,26.6328061085356,40.6565312244341,54.3496045814017,68.8914644123262,4922,3.69222983577276,26.6328061085356,40.6565312244341,54.3496045814017,68.8914644123262,"H1975","H1975","SNG"
"Lib90_01498",6651,882,37634,4308,1607,0,2055,4981,30510,0.821763356007288,0.805309470563923,"FALSE",FALSE,4981,3.69740372320049,30510,4.48445644190543,27.469682071452,39.0953785644051,51.937069813176,67.3549655850541,4981,3.69740372320049,27.469682071452,39.0953785644051,51.937069813176,67.3549655850541,"A549","A549","SNG"
"Lib90_01499",6517,716,37662,3951,1513,0,1846,5039,30596,0.804026669890173,0.835729887655286,"FALSE",FALSE,5039,3.70243053644553,30596,4.48567884650391,28.951496927703,40.1326970845862,52.1930971368806,67.2506209962087,5039,3.70243053644553,28.951496927703,40.1326970845862,52.1930971368806,67.2506209962087,"A549","A549","SNG"
"Lib90_01500",7032,731,37014,3865,1373,0,1641,4956,30697,0.816822490531054,0.748900300061798,"FALSE",FALSE,4956,3.69521891890515,30697,4.48711008175543,30.4850636870052,43.6524741831449,56.3507834641822,70.1534351891064,4956,3.69521891890515,30.4850636870052,43.6524741831449,56.3507834641822,70.1534351891064,"H2228","H2228","SNG"
"Lib90_01501",6791,1071,37216,4190,1665,0,1537,5049,30478,0.826104074799493,0.785189059259446,"FALSE",FALSE,5049,3.70329137811866,30478,4.4840007139272,26.3534352647812,39.0543998950062,52.8020211299954,67.7833191154275,5049,3.70329137811866,26.3534352647812,39.0543998950062,52.8020211299954,67.7833191154275,"HCC827","HCC827","SNG"
"Lib90_01502",6514,802,34910,4171,1762,0,3571,4642,28792,0.792199221730967,0.75260462885363,"FALSE",FALSE,4642,3.66679868366617,28792,4.45928691724239,34.5686301750486,48.3502361767158,60.7008891358711,73.1487913309252,4642,3.66679868366617,34.5686301750486,48.3502361767158,60.7008891358711,73.1487913309252,"A549","A549","SNG"
"Lib90_01503",6816,970,36560,5390,1422,0,1978,5026,29947,0.807059137540635,0.758773580400848,"FALSE",FALSE,5026,3.70130888522808,29947,4.476367824456,30.5539786956957,44.0010685544462,56.8571142351488,70.2741510001002,5026,3.70130888522808,30.5539786956957,44.0010685544462,56.8571142351488,70.2741510001002,"H2228","H2228","SNG"
"Lib90_01504",8312,1596,35810,4500,1625,0,3026,5166,29249,0.79199288837499,0.803172483444739,"FALSE",FALSE,5166,3.71323846154566,29249,4.4661258704182,27.7513761154227,39.0269752812062,51.3761154227495,66.0843105747205,5166,3.71323846154566,27.7513761154227,39.0269752812062,51.3761154227495,66.0843105747205,"H838","H838","SNG"
"Lib90_01505",5851,877,35090,4432,1461,0,1982,4667,28819,0.812623616082229,0.785384369553291,"FALSE",FALSE,4667,3.66913084737333,28819,4.45969397647797,29.3625733023353,43.4227419410805,57.2261355355842,71.3452930358444,4667,3.66913084737333,29.3625733023353,43.4227419410805,57.2261355355842,71.3452930358444,"A549","A549","SNG"
"Lib90_01506",6616,836,35444,4360,1398,0,2438,5006,28386,0.79141125879257,0.810857179293603,"FALSE",FALSE,5006,3.69957759139891,28386,4.453119497764,30.6594800253646,41.1681814979215,52.7584020291693,67.0717959557528,5006,3.69957759139891,30.6594800253646,41.1681814979215,52.7584020291693,67.0717959557528,"A549","A549","SNG"
"Lib90_01507",7349,1162,35316,5462,1294,0,1498,5330,29529,0.811575061528811,0.796437130807975,"FALSE",FALSE,5330,3.72680868252496,29529,4.47026344696508,26.1641098581056,38.0507297910529,49.9712147380541,64.5196247756443,5330,3.72680868252496,26.1641098581056,38.0507297910529,49.9712147380541,64.5196247756443,"H2228","H2228","SNG"
"Lib90_01508",7104,1376,35420,4282,1676,0,3569,4613,29863,0.793724675754705,0.76964780174537,"FALSE",FALSE,4613,3.66407759018507,29863,4.47514797691825,31.2929042628001,44.580249807454,57.988145866122,72.2499413990557,4613,3.66407759018507,31.2929042628001,44.580249807454,57.988145866122,72.2499413990557,"H838","H838","SNG"
"Lib90_01509",6369,730,37760,3261,1743,0,1695,4722,30755,0.812258169139243,0.771028850258868,"FALSE",FALSE,4722,3.6742179455767,30755,4.48792985223187,27.2150869777272,40.4324500081288,55.0154446431475,70.0666558283206,4722,3.6742179455767,27.2150869777272,40.4324500081288,55.0154446431475,70.0666558283206,"HCC827","HCC827","SNG"
"Lib90_01510",7526,1156,33325,4172,1540,0,2184,4965,27375,0.799342465461427,0.791817062349932,"FALSE",FALSE,4965,3.69600671521855,27375,4.43736999219703,25.7570776255708,36.7853881278539,49.7570776255708,65.4100456621005,4965,3.69600671521855,25.7570776255708,36.7853881278539,49.7570776255708,65.4100456621005,"H838","H838","SNG"
"Lib90_01511",6883,1074,36361,5005,1444,0,1773,5003,29363,0.799679868950829,0.79351537870266,"FALSE",FALSE,5003,3.69931730102138,29363,4.46781521539941,28.1919422402343,40.0606205088036,53.1587371862548,67.5612164969519,5003,3.69931730102138,28.1919422402343,40.0606205088036,53.1587371862548,67.5612164969519,"H2228","H2228","SNG"
"Lib90_01512",7212,1529,35506,5320,1554,0,2675,5559,28864,0.806090631649775,0.802521894913423,"FALSE",FALSE,5559,3.74507479158206,28864,4.46037156183465,24.0195399113082,34.7422394678492,46.2583148558758,61.1938747228381,5559,3.74507479158206,24.0195399113082,34.7422394678492,46.2583148558758,61.1938747228381,"H838","H838","SNG"
"Lib90_01513",6788,804,38487,3966,1522,0,1788,5006,31064,0.801506566829286,0.776525632073902,"FALSE",FALSE,5006,3.69957759139891,31064,4.49227135794913,27.7877929436003,40.0817666752511,53.0582024208087,68.0176409992274,5006,3.69957759139891,27.7877929436003,40.0817666752511,53.0582024208087,68.0176409992274,"H2228","H2228","SNG"
"Lib90_01514",7641,1562,32400,5398,1509,0,2269,5145,26653,0.79293137703338,0.789666908165344,"FALSE",FALSE,5145,3.71146978187433,26653,4.42576239338401,26.5448542377969,38.0520016508461,50.0656586500582,64.8707462574569,5145,3.71146978187433,26.5448542377969,38.0520016508461,50.0656586500582,64.8707462574569,"H1975","H1975","SNG"
"Lib90_01515",7272,1282,34280,3630,1342,0,1366,5077,28194,0.81967794537147,0.828402912533549,"FALSE",FALSE,5077,3.7056926965377,28194,4.45017209892437,21.3910761154856,32.5246506348869,45.1301695396184,61.9812726111939,5077,3.7056926965377,21.3910761154856,32.5246506348869,45.1301695396184,61.9812726111939,"H838","H838","SNG"
"Lib90_01516",6884,924,35668,5422,1379,0,2734,5084,28729,0.795154721432993,0.830554202877162,"FALSE",FALSE,5084,3.70629095725876,28729,4.45833562599195,27.7280796407811,38.8248807824846,51.2548296146751,66.1526680357827,5084,3.70629095725876,27.7280796407811,38.8248807824846,51.2548296146751,66.1526680357827,"A549","A549","SNG"
"Lib90_01517",6280,963,34342,5091,1395,0,1872,5142,27524,0.814162185433018,0.804715591950446,"FALSE",FALSE,5142,3.71121652432109,27524,4.43972732764379,27.0127888388316,38.293852637698,50.6067432059294,65.2921087051301,5142,3.71121652432109,27.0127888388316,38.293852637698,50.6067432059294,65.2921087051301,"A549","A549","SNG"
